Descricao;Valor_HM;Convenio
Isomerase fosfohexose;0,0;AUTOMED
Isoniazida;0,0;AUTOMED
Isospora, pesquisa de antígeno;0,0;AUTOMED
Istmectomia ou nodulectomia;0,0;AUTOMED
Ito (cancro mole), IDeR;0,0;AUTOMED
Jejunostomia endoscópica;0,0;AUTOMED
JOELHO;0,0;AUTOMED
Joelho;50,0;AUTOMED
Joelho ou rotula:a.p.-lat.-axial;0,0;AUTOMED
Joelho: a.p.-lat. - Obliquas + 3 axiais...........;0,0;AUTOMED
Joelho:a.p.-lateral;0,0;AUTOMED
Junta Médica (três ou mais profissionais) - destina-se ao esclarecimento diagnóstico ou decisão de conduta em caso de difícil solução - por profissional;0,0;AUTOMED
Kveim (sarcoidose), IDeR;0,0;AUTOMED
LÁBIO;0,0;AUTOMED
Labirintectomia (membranosa ou óssea) - sem audição;0,0;AUTOMED
Laceração anorretal - tratamento cirúrgico por via perineal;0,0;AUTOMED
Lactogênico placentário hormônio;0,0;AUTOMED
Lactose, teste de tolerância;33,3;AUTOMED
Lagoftalmo - correção cirúrgica;0,0;AUTOMED
Laminectomia por segmento (aracnoidite, abscesso epidural);0,0;AUTOMED
Lamotrigina;0,0;AUTOMED
Laparoscopia;0,0;AUTOMED
Laparoscopia ginecológica com ou sem biópsia (inclui a cromotubagem);0,0;AUTOMED
Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação de bridas em vigência de oclusão;0,0;AUTOMED
Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação de bridas em vigência de oclusão por videolaparoscopia;0,0;AUTOMED
Laparotomia para implantação cirúrgica de cateter arterial visceral para quimioterapia;0,0;AUTOMED
Laqueadura tubária;0,0;AUTOMED
Laqueadura tubária laparoscópica;0,0;AUTOMED
LARINGE;0,0;AUTOMED
Laringe;0,0;AUTOMED
Laringe ou hipofaringe ou pescoço (partes moles);0,0;AUTOMED
Laringectomia parcial;0,0;AUTOMED
Laringectomia total;0,0;AUTOMED
Laringofissura (inclusive com cordectomia);0,0;AUTOMED
Laringoscopia com microscopia para exérese de pólipo/nódulo/papiloma;0,0;AUTOMED
Laringoscopia com retirada de corpo estranho de laringe/faringe (tubo flexível);0,0;AUTOMED
Laringoscopia/traqueoscopia com exérese de pólipo/nódulo/papiloma;0,0;AUTOMED
Laringoscopia/traqueoscopia com laser para exérese de papiloma/tumor;0,0;AUTOMED
Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido);0,0;AUTOMED
Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível;0,0;AUTOMED
Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal;0,0;AUTOMED
Laringotraqueoplastia;0,0;AUTOMED
Larvas (fezes), pesquisa;95,69;AUTOMED
Laser - por sessão;0,0;AUTOMED
Lasercirurgia (por sessão);0,0;AUTOMED
LAUDO CRACTERIZADOR PCD;0,0;AUTOMED
LCR ambulatorial rotina (aspectos cor + índice de cor + contagem global e  específica  de leucócitos e  hemácias + citologia  oncótica + proteína + glicose + cloro + eletroforese  com  concentração + IgG + reações para neurocisticercose (2) + reações para neuroles (2);0,0;AUTOMED
LCR hospitalar neurologia (aspectos cor + índices de cor + contagem global e específica de  leucócitos e hemácias + proteína + glicose + cloro + reações para neurocisticercose (2) + reações para  neurolues (2) + bacterioscopia + cultura + látex para bactérias;0,0;AUTOMED
LCR pronto socorro (aspectos cor + índice  de cor + contagem  global  e  específica  de  leucócitos  e hemácias + proteína + glicose + cloro + lactato + bacterioscopia + cultura + látex para bactérias);0,0;AUTOMED
Legionella - IgG e IgM (cada);0,0;AUTOMED
Leishmania, pesquisa;0,0;AUTOMED
Leishmaniose - IgG e IgM (cada);0,0;AUTOMED
Leptina;0,0;AUTOMED
Leptospira (campo escuro após concentração) pesquisa;0,0;AUTOMED
Leptospirose - IgG;0,0;AUTOMED
Leptospirose - IgM;0,0;AUTOMED
Leptospirose, aglutinação;0,0;AUTOMED
Lesão aguda de ligamento colateral, associada a ligamento cruzado e menisco - tratamento cirúrgico;0,0;AUTOMED
Lesão anal - eletrocauterização;0,0;AUTOMED
Lesão de nervos associada à lesão óssea;0,0;AUTOMED
Lesão de substância gelatinosa medular (DREZ) por radiofrequência;0,0;AUTOMED
Lesão do sistema nervoso autônomo - qualquer método;0,0;AUTOMED
Lesão estereotáxica de estruturas profundas para tratamento da dor ou movimento anormal;0,0;AUTOMED
Lesão labral;0,0;AUTOMED
Lesão nervosa periférica afetando mais de um nervo com alterações sensitivas e/ou motoras;0,0;AUTOMED
Lesão nervosa periférica afetando um nervo com alterações sensitivas e/ou motoras;0,0;AUTOMED
Lesões agudas e/ou luxações de meniscos (1 ou ambos) - tratamento cirúrgico;0,0;AUTOMED
Lesões complexas de joelho (fratura com lesão ligamentar e meniscal) - tratamento cirúrgico;0,0;AUTOMED
Lesões intrínsecas  de  joelho  (lesões  condrais,  osteocondrite dissecante, plica patológica, corpos livres, artrofitose.) - tratamento cirúrgico;0,0;AUTOMED
Lesões ligamentares - redução incruenta;0,0;AUTOMED
Lesões ligamentares agudas - tratamento cirúrgico;0,0;AUTOMED
Lesões ligamentares agudas - tratamento incruento;0,0;AUTOMED
Lesões ligamentares agudas ao nível do tornozelo - tratamento cirúrgico;0,0;AUTOMED
Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento;0,0;AUTOMED
Lesões ligamentares agudas da mão - reparação cirúrgica;0,0;AUTOMED
Lesões ligamentares crônicas ao nível do tornozelo - tratamento cirúrgico;0,0;AUTOMED
Lesões ligamentares crônicas da mão - reparação cirúrgica;0,0;AUTOMED
Lesões ligamentares periféricas crônicas - tratamento cirúrgico;0,0;AUTOMED
Lesões vasculares cervicais e cérvico torácicas;0,0;AUTOMED
Lesões vasculares de membro inferior ou superior-unilateral;0,0;AUTOMED
Lesões vasculares intra-abdominais;0,0;AUTOMED
Lesões vasculares traumáticas intratorácicas;0,0;AUTOMED
Leucino aminopeptidase;0,0;AUTOMED
Leucócitos e hemácias, pesquisa nas fezes;0,0;AUTOMED
Leucócitos, contagem;0,0;AUTOMED
Leveduras, pesquisa;0,0;AUTOMED
Liberação de aderências pélvicas com ou sem ressecção de cistos peritoniais ou salpingólise;0,0;AUTOMED
Liberação laparoscópica de aderências pélvicas com ou sem ressecção de cistos peritoneais ou salpingólise;0,0;AUTOMED
Liberação lateral e facectomias - tratamento cirúrgico;0,0;AUTOMED
Lidocaina;0,0;AUTOMED
Ligadura de artérias brônquicas para controle de hemoptise por vídeo;0,0;AUTOMED
Ligadura de artérias brônquicas por toracotomia para controle de hemoptise;0,0;AUTOMED
Ligadura de carótida ou ramos;0,0;AUTOMED
Ligadura de ducto-torácico por vídeo;0,0;AUTOMED
Ligadura de veia ovariana;0,0;AUTOMED
Ligadura de veia ovariana laparoscópica;0,0;AUTOMED
Ligadura do ducto-torácico (qualquer via);0,0;AUTOMED
Ligadura elástica do esôfago, estômago ou duodeno;1802,0;AUTOMED
Ligamentopexia pélvica;0,0;AUTOMED
Ligamentopexia pélvica laparoscópica;0,0;AUTOMED
Ligamentoplastia com âncora;0,0;AUTOMED
Linfadenectomia axilar;0,0;AUTOMED
Linfadenectomia cervical;0,0;AUTOMED
Linfadenectomia inguinal ou ilíaca;0,0;AUTOMED
Linfadenectomia mediastinal;0,0;AUTOMED
Linfadenectomia mediastinal por vídeo;0,0;AUTOMED
Linfadenectomia pélvica;0,0;AUTOMED
Linfadenectomia pélvica laparoscópica;0,0;AUTOMED
Linfadenectomia profunda;0,0;AUTOMED
Linfadenectomia retroperitoneal;0,0;AUTOMED
Linfadenectomia retroperitoneal laparoscópica;0,0;AUTOMED
Linfadenectomia superficial;0,0;AUTOMED
Linfangioadenografia unilateral;0,0;AUTOMED
Linfangioplastia;0,0;AUTOMED
Linfedema - ressecção parcial;0,0;AUTOMED
Linfedema - ressecção total;0,0;AUTOMED
Linfedema genital - ressecção;0,0;AUTOMED
Linfocintilografia;0,0;AUTOMED
Linfócitos T helper contagem de (IF com OKT-4) (CD-4+) citometria de fluxo;0,0;AUTOMED
Linfócitos T supressores contagem de (IF com OKT-8) (D-8) citometria de fluxo;0,0;AUTOMED
Linfonodo, exame de esfregaço de aspirado;2240,0;AUTOMED
LÍNGUA;0,0;AUTOMED
Lipase ;15,08;AUTOMED
Lipase lipoprotéica;0,0;AUTOMED
Lipídios totais;13,38;AUTOMED
Lipóides, pesquisa;0,0;AUTOMED
Lipoproteína (a) - Lp (a);52,38;AUTOMED
Líquido amniótico, cariótipo com bandas;0,0;AUTOMED
Líquido amniótico, vilosidades coriônicas, subcultura para dosagens bioquímicas e/ou moleculares (adicional);0,0;AUTOMED
LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR), SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS);0,0;AUTOMED
Listeriose, reação sorológica;0,0;AUTOMED
Lítio;16,09;AUTOMED
Litotripsia mecânica de cálculos renais orientada por RX ou US;0,0;AUTOMED
Lobectomia hepática direita;0,0;AUTOMED
Lobectomia hepática direita por videolaparoscopia;0,0;AUTOMED
Lobectomia hepática esquerda;0,0;AUTOMED
Lobectomia hepática esquerda por videolaparoscopia;0,0;AUTOMED
Lobectomia por malformação pulmonar;0,0;AUTOMED
Lobectomia pulmonar;0,0;AUTOMED
Lobectomia pulmonar por videotoracoscopia;0,0;AUTOMED
Localização estereotáxica de corpo estranho intracraniano com remoção;0,0;AUTOMED
Localização estereotáxica de lesões intracranianas com remoção;0,0;AUTOMED
Lombotomia exploradora;0,0;AUTOMED
Luva;0,0;AUTOMED
Luxação congênita de quadril (redução cirúrgica e osteotomia) - tratamento cirúrgico;0,0;AUTOMED
Luxação congênita de quadril (redução cirúrgica simples) - tratamento cirúrgico;0,0;AUTOMED
Luxação congênita de quadril (redução incruenta com ou sem tenotomia de adutores);0,0;AUTOMED
Luxação do carpo - redução incruenta;0,0;AUTOMED
Luxação gleno-umeral;0,0;AUTOMED
Luxação metacarpofalangeana - redução incruenta;0,0;AUTOMED
Luxação metacarpofalangeana - tratamento cirúrgico;0,0;AUTOMED
Luxações crônicas inveteradas e recidivantes - tratamento cirúrgico;0,0;AUTOMED
Lyme - IgG;0,0;AUTOMED
Lyme - IgM;0,0;AUTOMED
Macroprolactina;0,0;AUTOMED
Magnésio;27,0;AUTOMED
Magnificação;140,0;AUTOMED
Malária - IgG;0,0;AUTOMED
Malária - IgM;0,0;AUTOMED
Maltose, teste de tolerância;0,0;AUTOMED
Mama (unilateral);0,0;AUTOMED
MAMAS;0,0;AUTOMED
Mamas;90,0;AUTOMED
Mamografia;0,0;AUTOMED
MAMOGRAFIA - INCIDENCIA COMPLEMENTAR;0,0;AUTOMED
MAMOGRAFIA - SAUDE DA MULHER;0,0;AUTOMED
MAMOGRAFIA BILATERAL (SUS);0,0;AUTOMED
Mamografia convencional bilateral;0,0;AUTOMED
MAMOGRAFIA CONVENCIONAL BILATERAL;0,0;AUTOMED
MAMOGRAFIA DIGITAL;0,0;AUTOMED
Mamografia digital bilateral;100,0;AUTOMED
MAMOGRAFIA DIGITAL UNILATERAL;0,0;AUTOMED
Mamografia unilateral (particular);0,0;AUTOMED
Mamotomia por estereotaxia ou US;0,0;AUTOMED
MANDÍBULA;0,0;AUTOMED
Mandibulectomia total;0,0;AUTOMED
Manipulação articular sob anestesia geral;0,0;AUTOMED
Manipulação de drenos pós-drenagem (orientada por RX, TC, US ou RM);0,0;AUTOMED
Manipulação vertebral;0,0;AUTOMED
Manometria computadorizada anorretal;0,0;AUTOMED
Manometria computadorizada anorretal para biofeedback - 1ª sessão;0,0;AUTOMED
Manometria computadorizada anorretal para biofeedback - demais sessões;0,0;AUTOMED
Manometria esofágica computadorizada com teste provocativo;0,0;AUTOMED
Manometria esofágica computadorizada sem teste provocativo;0,0;AUTOMED
Manometria esofágica para localização dos esfíncteres pré-pH-metria;0,0;AUTOMED
Mantoux, IDeR;0,0;AUTOMED
Manutenção de circuito para assistência mecânica circulatória prolongada - período de 6 horas;0,0;AUTOMED
MÃO;0,0;AUTOMED
Mão (não inclui punho);492,0;AUTOMED
Mão ou quirodáctilo;40,0;AUTOMED
Mao ou quirodactilos;0,0;AUTOMED
Maos e punhos para idade ossea;0,0;AUTOMED
Mãos e punhos para idade óssea;40,0;AUTOMED
Mapeamento de feixes anômalos e focos ectópicos por eletrofisiologia intracavitária, com provas;0,0;AUTOMED
Mapeamento de retina (oftalmoscopia indireta) - monocular;0,0;AUTOMED
MARCAÇÃO PRÉ CIRURGICA GUIADA POR ECOGRAFIA ( POR NÓDULO);0,0;AUTOMED
Marcação pré-cirúrgica por estereotaxia, orientada por imagem - por mama (já inclui exame de base);0,0;AUTOMED
Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos;0,0;AUTOMED
Marcadores bioquímicos extras, além de BHCG, AFP e PAPP-A, para avaliação do risco fetal, por marcador, por amostra;0,0;AUTOMED
Marcadores tumorais (CA 19.9, CA 125, CA 72-4, CA 15-3, etc.) cada;0,0;AUTOMED
MARCA-PASSO;0,0;AUTOMED
Má-rotação intestinal - tratamento cirúrgico;0,0;AUTOMED
Marsupialização da glândula de Bartholin;0,0;AUTOMED
Marsupialização de cistos renais unilateral;0,0;AUTOMED
Marsupialização de linfocele;0,0;AUTOMED
Marsupialização laparoscópica de cisto renal unilateral;0,0;AUTOMED
Marsupialização laparoscópica de linfocele;0,0;AUTOMED
Mastectomia radical ou radical modificada;0,0;AUTOMED
Mastectomia simples;0,0;AUTOMED
Mastectomia subcutânea e inclusão da prótese;0,0;AUTOMED
Mastoidectomia simples ou radical modificada;0,0;AUTOMED
Mastóides ou orelhas;376,0;AUTOMED
Mastoides ou rochedos _ bilateral;0,0;AUTOMED
Mastoplastia em mama oposta após reconstrução da contralateral;0,0;AUTOMED
Material descartável (kit) e soluções para utilização de processadora automática de sangue / auto transfusão intra-operatória;0,0;AUTOMED
Material Descartável (kit) e soluções para utilização de processadora automática de sangue/aférese;0,0;AUTOMED
Matricectomia por dobra ungueal;0,0;AUTOMED
Maturidade pulmonar fetal;0,0;AUTOMED
Maxilar inferior;40,0;AUTOMED
Maxilar inferior:p.a._obliquas;0,0;AUTOMED
Maxilectomia incluindo exenteração de órbita;0,0;AUTOMED
Maxilectomia parcial;0,0;AUTOMED
Maxilectomia total;0,0;AUTOMED
MCA (antígeno cárcino-mamário);0,0;AUTOMED
Meatoplastia (retalho cutâneo);0,0;AUTOMED
Meatotomia endoscópica unilateral;0,0;AUTOMED
Meatotomia uretral;0,0;AUTOMED
MEDIASTINO;0,0;AUTOMED
Mediastino;0,0;AUTOMED
Mediastinoscopia, via cervical;0,0;AUTOMED
Mediastinoscopia, via cervical por vídeo;0,0;AUTOMED
Mediastinotomia (via paraesternal, transesternal, cervical);0,0;AUTOMED
Mediastinotomia extrapleural por via posterior;0,0;AUTOMED
Mediastinotomia extrapleural por via posterior por vídeo;0,0;AUTOMED
MEDICINA LABORATORIAL;0,0;AUTOMED
MEDICINA NUCLEAR;0,0;AUTOMED
MEDICINA TRANSFUSIONAL;0,0;AUTOMED
Medida da difusão do monóxido de carbono;0,0;AUTOMED
Medida de índice de artelhos com registro gráfico;0,0;AUTOMED
Medida de pico de fluxo expiratório;0,0;AUTOMED
Medida de pressão de varizes de esôfago endoscópica;0,0;AUTOMED
Medida de pressão hepática;0,0;AUTOMED
Medida de pressão segmentar (nos quatro segmentos);0,0;AUTOMED
Medida seriada por 3 semanas do pico de fluxo expiratório;0,0;AUTOMED
MEDULA;0,0;AUTOMED
Medula óssea, aspiração para mielograma ou microbiológico;0,0;AUTOMED
Megacólon congênito - tratamento cirúrgico;0,0;AUTOMED
Megacólon congênito - tratamento cirúrgico por videolaparoscopia;0,0;AUTOMED
Melanina, pesquisa;0,0;AUTOMED
Membrana antral - tratamento cirúrgico;0,0;AUTOMED
Membrana duodenal - tratamento cirúrgico;0,0;AUTOMED
Membranectomia EPI ou sub-retiniana;0,0;AUTOMED
Membro inferior;0,0;AUTOMED
Membro superior;0,0;AUTOMED
Membro superior unilateral (não inclui mão e articulações);0,0;AUTOMED
Meniscectomia - um menisco;0,0;AUTOMED
Meniscorrafia - tratamento cirúrgico;0,0;AUTOMED
Meta-hemoglobina (para anilina nitrobenzeno);0,0;AUTOMED
Meta-hemoglobina, determinação da;0,0;AUTOMED
Metais Al, As, Cd, Cr, Mn, Hg, Ni, Zn, Co, outro (s) absorção atômica (cada);38,01;AUTOMED
Metanefrinas urinárias, dosagem;0,0;AUTOMED
Metanol;0,0;AUTOMED
Metastasectomia pulmonar unilateral (qualquer técnica);0,0;AUTOMED
Metastasectomia pulmonar unilateral por videotoracoscopia;0,0;AUTOMED
Metil Etil Cetona;0,0;AUTOMED
Método de Proetz (por sessão);0,0;AUTOMED
MÉTODOS DIAGNÓSTICOS POR IMAGEM;0,0;AUTOMED
MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM;0,0;AUTOMED
Metroplastia (Strassmann ou outra técnica);0,0;AUTOMED
Metroplastia laparoscópica;0,0;AUTOMED
MICOLÓGICO DIRETO;20,0;AUTOMED
Micoplasma pneumoniae - IgG;0,0;AUTOMED
Micoplasma pneumoniae - IgM;0,0;AUTOMED
Microalbuminúria;0,0;AUTOMED
MICROBIOLOGIA;0,0;AUTOMED
Microcirurgia com laser para remoção de lesões malignas;0,0;AUTOMED
Microcirurgia com uso de laser para ressecção de lesões benignas;0,0;AUTOMED
Microcirurgia do plexo braquial com a exploração, neurólise e enxertos interfasciculares para reparo das lesões;0,0;AUTOMED
Microcirurgia do plexo braquial com exploração e neurólise;0,0;AUTOMED
MICROCIRURGIA NAS GRANDES RECONSTRUÇÕES DE CABEÇA E PESCOÇO, NAS EXTENSAS PERDAS DE SUBSTÂNCIA E na ablação de tumores ao nível dos membros (com microanastomoses vasculares);0,0;AUTOMED
Microcirurgia para decorticação ou tratamento de edema de Reinke;0,0;AUTOMED
Microcirurgia para remoção de cisto ou lesão intracordal;0,0;AUTOMED
Microcirurgia para ressecção de papiloma;0,0;AUTOMED
Microcirurgia para ressecção de pólipo, nódulo ou granuloma;0,0;AUTOMED
Microcirurgia para tratamento de paralisia de prega vocal (inclui injeção de materiais);0,0;AUTOMED
Microcirurgia para tumores intracranianos;0,0;AUTOMED
Microcirurgia para tumores orbitários;0,0;AUTOMED
Microcirurgia por via transesfenoidal;0,0;AUTOMED
Microcirurgia vascular intracraniana;0,0;AUTOMED
Microneurólise intraneural ou intrafascicular de dois ou mais nervos;0,0;AUTOMED
Microneurólise intraneural ou intrafascicular de um nervo;0,0;AUTOMED
Microneurólise múltiplas;0,0;AUTOMED
Microneurólise única;0,0;AUTOMED
Microneurorrafia de dedos da mão;0,0;AUTOMED
Microneurorrafia múltipla (plexo nervoso);0,0;AUTOMED
Microneurorrafia única;0,0;AUTOMED
Microorganismos - teste de sensibilidade a drogas MIC, por droga testada;0,0;AUTOMED
Microscopia eletrônica;0,0;AUTOMED
Microscopia especular de córnea - monocular;0,0;AUTOMED
Microsporídia, pesquisa nas fezes;0,0;AUTOMED
Mielocintilografia;0,0;AUTOMED
Mielografia segmentar (por segmento);0,0;AUTOMED
Mielograma;0,0;AUTOMED
MINERALOGRAMA CAPILAR;1094,0;AUTOMED
Minerva ou Risser para escoliose;0,0;AUTOMED
MIOCÁRDIO;0,0;AUTOMED
Mioglobina, dosagem;117,98;AUTOMED
Mioglobina, pesquisa;0,0;AUTOMED
Miomectomia uterina;0,0;AUTOMED
Miomectomia uterina laparoscópica;0,0;AUTOMED
Miopatias;0,0;AUTOMED
Miorrafias;0,0;AUTOMED
Mobilização de retalhos musculares ou do omento;0,0;AUTOMED
Monitor de eventos sintomáticos por 15 a 30 dias (LOOPER);0,0;AUTOMED
MONITORAMENTO PELO SISTEMA HOLTER 24 HS (3 CANAIS);0,0;AUTOMED
Monitorização ambulatorial da pressão arterial - MAPA (24 horas);100,0;AUTOMED
Monitorização da pressão intracraniana (por dia);0,0;AUTOMED
Monitorização hemodinâmica invasiva (por 12 horas);0,0;AUTOMED
Monitorização neurofisiológica intra-operatória;0,0;AUTOMED
MONITORIZAÇÕES;0,0;AUTOMED
MONITORIZAÇÕES;0,0;AUTOMED
Mononucleose - Epstein BARR - IgG;0,0;AUTOMED
Mononucleose, anti-VCA (EBV) IgG;0,0;AUTOMED
Mononucleose, anti-VCA (EBV) IgM;0,0;AUTOMED
Mononucleose, sorologia para (Monoteste ou Paul-Bunnel), cada;0,0;AUTOMED
Montenegro, IDeR;0,0;AUTOMED
Morfometria digital (coluna ou fêmur);0,0;AUTOMED
Muco-nasal, pesquisa de eosinófilos e mastócitos;0,0;AUTOMED
Mucopolissacaridose, pesquisa;0,0;AUTOMED
Mucoproteínas;0,0;AUTOMED
Mucosectomia;0,0;AUTOMED
Multa;0,0;AUTOMED
MÚSCULO - ESQUELÉTICO - IN VIVO;0,0;AUTOMED
Músculo pédio (extensor digitorum brevis);0,0;AUTOMED
MÚSCULOS;0,0;AUTOMED
MÚSCULOS E FASCIAS;0,0;AUTOMED
Mycobactéria PCR;0,0;AUTOMED
NARIZ;0,0;AUTOMED
NARIZ E SEIOS PARANASAIS;0,0;AUTOMED
Nasofibrolaringoscopia para dignóstico e/ou biópsia;224,0;AUTOMED
NAT / HBV - por componente hemoterápico;0,0;AUTOMED
NAT / HBV - Por unidade de sangue total;0,0;AUTOMED
NAT/HCV por componente hemoterápico;0,0;AUTOMED
NAT/HCV por unidade de sangue total;0,0;AUTOMED
NAT/HIV por componente hemoterápico;0,0;AUTOMED
NAT/HIV por unidade de sangue total;0,0;AUTOMED
NBT estimulado;0,0;AUTOMED
Necrópsia de adulto/criança e natimorto com suspeita de anomalia genética;0,0;AUTOMED
Necrópsia de embrião / feto até 500 gramas;0,0;AUTOMED
Nefrectomia em doador vivo;0,0;AUTOMED
Nefrectomia laparoscópica em doador vivo;0,0;AUTOMED
Nefrectomia parcial com ureterectomia;0,0;AUTOMED
Nefrectomia parcial laparoscópica unilateral;0,0;AUTOMED
Nefrectomia parcial unilateral;0,0;AUTOMED
Nefrectomia parcial unilateral extracorpórea;0,0;AUTOMED
Nefrectomia radical laparoscópica unilateral;0,0;AUTOMED
Nefrectomia radical unilateral;0,0;AUTOMED
Nefrectomia total unilateral;0,0;AUTOMED
Nefrectomia total unilateral por videolaparoscopia;0,0;AUTOMED
Nefro ou pieloenterocistostomia unilateral;0,0;AUTOMED
Nefrolitotomia anatrófica unilateral;0,0;AUTOMED
Nefrolitotomia percutânea unilateral;0,0;AUTOMED
Nefrolitotomia simples unilateral;0,0;AUTOMED
Nefrolitotripsia extracorpórea - 1ª sessão;0,0;AUTOMED
Nefrolitotripsia extracorpórea - reaplicações (até 3 meses);0,0;AUTOMED
Nefrolitotripsia percutânea unilateral (MEC., E.H., ou US);0,0;AUTOMED
Nefrolitotripsia percutânea unilateral a laser;0,0;AUTOMED
Nefropexia laparoscópica unilateral;0,0;AUTOMED
Nefropexia unilateral;0,0;AUTOMED
Nefrorrafia (trauma) unilateral;0,0;AUTOMED
Nefrostomia a céu aberto unilateral;0,0;AUTOMED
Nefrostomia percutânea orientada por RX, US, TC ou RM;0,0;AUTOMED
Nefrostomia percutânea unilateral;0,0;AUTOMED
Nefroureterectomia com ressecção vesical laparoscópica unilateral;0,0;AUTOMED
Nefroureterectomia com ressecção vesical unilateral;0,0;AUTOMED
Neobexiga cutânea continente;0,0;AUTOMED
Neobexiga laparoscópica;0,0;AUTOMED
Neobexiga retal continente;0,0;AUTOMED
Neobexiga uretral continente;0,0;AUTOMED
Neofaloplastia - por estágio;0,0;AUTOMED
Neofaloplastia com retalho inguinal pediculado com reconstrução uretral - por estágio;0,0;AUTOMED
Neossalpingostomia distal;0,0;AUTOMED
Neossalpingostomia distal laparoscópica;0,0;AUTOMED
Neouretra proximal (cistouretroplastia);0,0;AUTOMED
Neovagina (cólon, delgado, tubo de pele);0,0;AUTOMED
NERVOS CRANIANOS;0,0;AUTOMED
NERVOS PERIFÉRICOS;0,0;AUTOMED
NERVOSO - IN VIVO;0,0;AUTOMED
Neurectomia laparoscópica pré-sacral ou do nervo gênito-femoral;0,0;AUTOMED
Neurectomia pré-sacral ou do nervo gênito-femoral;0,0;AUTOMED
Neurectomia vestibular para fossa média ou posterior;0,0;AUTOMED
Neurectomia vestibular translabiríntica - sem audição;0,0;AUTOMED
Neuroblastoma abdominal - exérese;0,0;AUTOMED
Neuroblastoma cervical - exérese;0,0;AUTOMED
Neurólise das síndromes compressivas;0,0;AUTOMED
NEURORRADIOLOGIA;0,0;AUTOMED
Neurotomia seletiva do trigêmio;0,0;AUTOMED
Neurotripsia (cada extremidade);0,0;AUTOMED
Nitrogênio amoniacal, dosagem;0,0;AUTOMED
Nitrogênio total, dosagem;0,0;AUTOMED
"Nonne-Apple; reação";0,0;AUTOMED
N-telopeptídeo;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO;0,0;AUTOMED
OBSERVAÇÃO (PASTA EXCLUSIVA OBS RADIOTERAPIA);0,0;AUTOMED
Obstétrica;80,0;AUTOMED
Obstétrica 1º trimestre (endovaginal);120,0;AUTOMED
Obstétrica 1º trimestre com punção: biópsia ou aspirativa;0,0;AUTOMED
Obstétrica com translucência nucal;120,0;AUTOMED
Obstétrica convencional com Doppler colorido;145,0;AUTOMED
Obstétrica gestação múltipla com Doppler colorido: cada feto;0,0;AUTOMED
Obstétrica gestação múltipla: cada feto;0,0;AUTOMED
Obstétrica morfológica;180,0;AUTOMED
Obstétrica: com amniocentese;0,0;AUTOMED
Obstétrica: perfil biofísico fetal;0,0;AUTOMED
Ocitocinase, dosagem;0,0;AUTOMED
Oclusão percutânea de fístula e/ou conexões sistêmico pulmonares;0,0;AUTOMED
Oclusão percutânea de shunts intracardíacos;0,0;AUTOMED
